action,filename,index,photoStatus,resourceName,status,timestamp
create,IMG_4365.JPG,1,照片未更新,people/c2185834399045335010,success,2025-10-09T17:56:54
create,IMG_4368.JPG,2,照片未更新,people/c2519100608278906195,success,2025-10-09T17:56:58
create,IMG_4328.JPG,3,照片未更新,people/c968595278158109171,success,2025-10-09T17:57:02
create,IMG_4330.JPG,4,照片未更新,people/c2067551465733873183,success,2025-10-09T17:57:06
create,IMG_4333.JPG,5,照片未更新,people/c4105707687531111900,success,2025-10-09T17:57:10
