action,filename,index,photoStatus,resourceName,status,timestamp
create,IMG_4351.JPG,1,照片未更新,people/c4452288943857272272,success,2025-10-09T17:53:25
create,IMG_4353.JPG,2,照片未更新,people/c1989592324598019351,success,2025-10-09T17:53:29
create,IMG_4357.JPG,3,照片未更新,people/c5335963144939050928,success,2025-10-09T17:53:33
create,IMG_4358.JPG,4,照片未更新,people/c932270847741353254,success,2025-10-09T17:53:38
create,IMG_4363.JPG,5,照片未更新,people/c5738328171025605907,success,2025-10-09T17:53:43
