action,filename,index,photoStatus,resourceName,status,timestamp
create,IMG_4336.JPG,1,照片未更新,people/c2262534534831063313,success,2025-10-09T17:44:19
update,IMG_4343.JPG,2,照片未更新,people/c7076138472137767960,success,2025-10-09T17:44:24
update,IMG_4344.JPG,3,照片未更新,people/c3347465740777583231,success,2025-10-09T17:44:27
update,IMG_4346.JPG,4,照片未更新,people/c2074400392341800268,success,2025-10-09T17:44:33
create,IMG_4347.JPG,5,照片未更新,people/c2049748235764613164,success,2025-10-09T17:44:37
