action,filename,index,photoStatus,resourceName,status,timestamp
create,IMG_4342.JPG,1,照片未更新,people/c9036655916690328521,success,2025-10-09T18:03:06
create,IMG_4345.JPG,2,照片未更新,people/c4727133650732100587,success,2025-10-09T18:03:10
create,IMG_4348.JPG,3,照片未更新,people/c8478784594523744619,success,2025-10-09T18:03:14
create,IMG_4349.JPG,4,照片未更新,people/c2455538839617190769,success,2025-10-09T18:03:18
create,IMG_4350.JPG,5,照片未更新,people/c7918921616652844352,success,2025-10-09T18:03:22
